,eng,mani
1382,had god recognized any good in them he would have made them hear and had he made them hear they would have turned away defiantly,ꯏꯄꯨꯔꯣꯌꯅꯥ ꯃꯈꯣꯌꯗꯥ ꯑꯐꯕꯥ ꯑꯃꯠꯇꯥ ꯈꯉꯂꯝꯂꯕꯗꯤ ꯃꯍꯥꯛꯅꯥ ꯃꯈꯣꯌꯕꯨ ꯇꯥꯕꯤꯔꯝꯂꯒꯅꯤ ꯑꯃꯁꯨꯡ ꯃꯍꯥꯛꯅꯥ ꯇꯥꯀꯄꯤꯔꯝꯂꯕꯗꯤ ꯃꯈꯣꯌꯅꯥ ꯂꯥꯟꯅꯥ ꯂꯃꯖꯤꯡꯕꯤꯔꯝꯂꯒꯅꯤ꯫
1383,o you who believe respond to god and to the messenger when he calls you to what will revive you and know that god stands between a man and his heart and that to him you will be gathered,ꯍꯦ ꯊꯥꯖꯕꯥ ꯃꯤꯑꯣꯏꯁꯤꯡ ꯏꯁ꯭ꯕꯔ ꯑꯃꯁꯨꯡ ꯔꯁꯨꯂꯅꯥ ꯅꯍꯥꯀꯄꯨ ꯍꯤꯡꯒꯠꯍꯅꯒꯗꯕꯥ ꯊꯕꯛ ꯑꯗꯨꯗꯥ ꯀꯧꯔꯀꯄꯥ ꯃꯇꯃꯗꯥ ꯄꯥꯎꯈꯨꯝ ꯄꯤꯌꯨ ꯑꯃꯁꯨꯡ ꯏꯄꯨꯔꯣꯌꯅꯥ ꯃꯤꯑꯣꯏ ꯑꯃꯒꯥ ꯃꯍꯥꯛꯀꯤ ꯊꯝꯃꯣꯌꯒꯤ ꯃꯔꯛꯇꯥ ꯂꯦꯞꯂꯤ ꯑꯃꯁꯨꯡ ꯃꯍꯥꯛꯀꯤ ꯃꯅꯥꯛꯇꯥ ꯅꯍꯥꯛ ꯄꯨꯅꯁꯤꯜꯂꯒꯅꯤ ꯍꯥꯌꯕꯥ ꯈꯉꯕꯤꯌꯨ꯫
1384,and beware of discord which does not afflict the wrongdoers among you exclusively and know that god is severe in retribution,ꯑꯃꯁꯨꯡ ꯅꯈꯣꯌꯒꯤ ꯃꯔꯛꯇꯥ ꯑꯔꯥꯅꯕꯥ ꯇꯧꯕꯁꯤꯡꯕꯨ ꯃꯄꯨꯡ ꯐꯥꯅꯥ ꯁꯣꯀꯍꯟꯗꯕꯥ ꯌꯥꯅꯗꯕꯁꯤꯡꯗꯒꯤ ꯆꯦꯀꯁꯤꯅꯕꯤꯌꯨ ꯑꯃꯁꯨꯡ ꯏꯄꯨꯔꯣꯌꯅꯥ ꯃꯈꯣꯌꯒꯤ ꯃꯍꯨꯠ ꯁꯤꯟꯗꯨꯅꯥ ꯌꯥꯝꯅꯥ ꯁꯥꯊꯤꯅꯥ ꯁꯣꯀꯍꯜꯂꯤ ꯍꯥꯌꯕꯥ ꯈꯉꯕꯤꯌꯨ꯫
1385,and remember when you were few oppressed in the land fearing that people may capture you but he sheltered you and supported you with his victory and provided you with good thingsso that you may be thankful,ꯑꯃꯁꯨꯡ ꯅꯈꯣꯌꯅꯥ ꯂꯩꯕꯥꯛ ꯑꯁꯤꯗꯥ ꯃꯤꯁꯤꯡꯅꯥ ꯅꯈꯣꯌꯕꯨ ꯂꯧꯁꯤꯅꯕꯤꯔꯀꯄꯥ ꯌꯥꯏ ꯍꯥꯌꯅꯥ ꯀꯤꯗꯨꯅꯥ ꯑꯋꯥꯕꯥ ꯅꯪꯂꯝꯕꯥ ꯃꯇꯝ ꯑꯗꯨ ꯅꯤꯡꯁꯤꯡꯕꯤꯌꯨ ꯑꯗꯨꯕꯨ ꯃꯍꯥꯛꯅꯥ ꯅꯈꯣꯌꯕꯨ ꯉꯥꯀꯄꯤꯈꯤ ꯑꯃꯁꯨꯡ ꯃꯍꯥꯛꯀꯤ ꯃꯥꯏꯄꯥꯀꯄꯒꯥ ꯂꯣꯌꯅꯅꯥ ꯅꯈꯣꯌꯕꯨ ꯃꯇꯦꯡ ꯄꯥꯡꯈꯤ ꯑꯃꯁꯨꯡ ꯅꯈꯣꯌꯕꯨ ꯊꯥꯒꯠꯄꯥ ꯐꯣꯡꯗꯣꯀꯄꯥ ꯉꯝꯅꯕꯥ ꯑꯐꯕꯥ ꯄꯣꯠꯂꯃꯁꯤꯡ ꯄꯤꯈꯤ꯫
1386,and know that your possessions and your children are a test and that god possesses an immense reward,ꯑꯃꯁꯨꯡ ꯅꯈꯣꯌꯒꯤ ꯂꯟ-ꯊꯨꯃꯁꯤꯡ ꯑꯃꯁꯨꯡ ꯅꯈꯣꯌꯒꯤ ꯑꯉꯥꯡꯁꯤꯡ ꯑꯁꯤ ꯆꯥꯡꯌꯦꯡ ꯑꯃꯅꯤ ꯑꯃꯁꯨꯡ ꯏꯄꯨꯔꯣꯌꯅꯥ ꯑꯆꯧꯕꯥ ꯃꯅꯥ ꯑꯃꯥ ꯂꯩ ꯍꯥꯌꯕꯥ ꯈꯉꯕꯤꯌꯨ꯫
1387,when the disbelievers plotted against you to imprison you or kill you or expel you they planned and god planned but god is the best of planners,ꯀꯥꯐꯤꯔꯁꯤꯡꯅꯥ ꯅꯍꯥꯀꯄꯨ ꯖꯦꯂꯗꯥ ꯊꯝꯅꯕꯥ ꯅꯠꯔꯒꯥ ꯍꯥꯠꯅꯕꯥ ꯅꯠꯔꯒꯥ ꯂꯧꯊꯣꯛꯅꯕꯥ ꯊꯧꯔꯥꯡ ꯇꯧꯔꯀꯄꯥ ꯃꯇꯃꯗꯥ ꯃꯈꯣꯌꯅꯥ ꯊꯧꯔꯥꯡ ꯇꯧꯈꯤ ꯑꯃꯁꯨꯡ ꯏꯄꯨꯔꯣꯌꯅꯥ ꯊꯧꯔꯥꯡ ꯇꯧꯈꯤ ꯑꯗꯨꯕꯨ ꯏꯄꯨꯔꯣꯌꯅꯥ ꯊꯧꯔꯥꯡ ꯇꯧꯕꯁꯤꯡꯒꯤ ꯈ꯭ꯕꯥꯏꯗꯒꯤ ꯐꯕꯥ ꯑꯗꯨꯅꯤ꯫
1388,and when our revelations are recited to them they say we have heard had we wanted we could have said the like of this these are nothing but myths of the ancients,ꯑꯃꯁꯨꯡ ꯑꯩꯈꯣꯌꯒꯤ ꯐꯣꯡꯗꯣꯀꯄꯁꯤꯡ ꯑꯁꯤ ꯃꯈꯣꯌꯗꯥ ꯄꯥꯕꯥ ꯃꯇꯃꯗꯥ ꯃꯈꯣꯌꯅꯥ ꯍꯥꯌꯔꯤ ꯑꯩꯈꯣꯌꯅꯥ ꯇꯥꯔꯦ ꯑꯩꯈꯣꯌꯅꯥ ꯄꯥꯝꯂꯕꯗꯤ ꯑꯩꯈꯣꯌꯅꯥ ꯑꯁꯤꯒꯨꯝꯕꯥ ꯃꯈꯂꯒꯤ ꯋꯥꯐꯃꯁꯤꯡ ꯑꯁꯤ ꯍꯥꯌꯕꯥ ꯉꯃꯂꯃꯒꯅꯤ ꯍꯥꯌꯔꯤꯕꯁꯤꯡ ꯑꯁꯤ ꯑꯔꯤꯕꯥ ꯃꯇꯃꯒꯤ ꯋꯥꯔꯤꯁꯤꯡ ꯅꯠꯇꯅꯥ ꯑꯇꯩ ꯀꯔꯤꯁꯨ ꯅꯠꯇꯦ꯫
1389,and they said our god if this is the truth from you then rain down on us stones from the sky or visit us with a painful affliction,ꯑꯃꯁꯨꯡ ꯃꯈꯣꯌꯅꯥ ꯍꯥꯌꯈꯤ ꯑꯩꯈꯣꯌꯒꯤ ꯏꯁ꯭ꯕꯔ ꯀꯔꯤꯒꯨꯝꯕꯥ ꯃꯁꯤ ꯅꯍꯥꯛꯀꯤ ꯃꯐꯃꯗꯒꯤ ꯂꯥꯀꯄꯥ ꯑꯆꯨꯝꯕꯥ ꯑꯗꯨ ꯑꯣꯏꯔꯕꯗꯤ ꯑꯩꯈꯣꯌꯗꯥ ꯑꯇꯤꯌꯥꯗꯒꯤ ꯁꯤꯠ ꯁꯦꯡꯗꯣꯀꯎ ꯅꯠꯔꯒꯥ ꯑꯋꯥꯕꯥ ꯑꯋꯥꯕꯥ ꯑꯃꯒꯥ ꯂꯣꯌꯅꯅꯥ ꯑꯩꯈꯣꯌꯗꯥ ꯂꯥꯀꯎ꯫
1390,yet why should god not punish them when they are turning others away from the sacred mosque although they are not its custodians its rightful custodians are the pious but most of them do not know,"ꯑꯗꯨꯝ ꯑꯣꯏꯅꯃꯛ ꯃꯈꯣꯌꯅꯥ ꯑꯇꯣꯞꯄꯁꯤꯡꯕꯨ ꯁꯦꯡꯂꯕꯥ ꯃꯁꯖꯤꯗꯇꯒꯤ ꯂꯥꯄꯊꯣꯛꯅꯥ ꯂꯩꯕꯥ ꯃꯇꯃꯗꯥ ꯀꯔꯤꯒꯤꯗꯃꯛ ꯏꯁ꯭ꯕꯔꯅꯥ ꯃꯈꯣꯌꯕꯨ ꯆꯩꯔꯥꯛ ꯄꯤꯔꯣꯏꯗꯒꯦ, ꯃꯈꯣꯌꯅꯥ ꯃꯁꯤꯒꯤ ꯉꯥꯀꯁꯦꯜ ꯂꯥꯟꯃꯤ ꯑꯣꯏꯗ꯭ꯔꯕꯁꯨ ꯃꯁꯤꯒꯤ ꯍꯛ ꯂꯩꯕꯥ ꯉꯥꯀꯄꯤꯕꯥ ꯃꯤꯁꯤꯡꯗꯤ ꯂꯥꯏꯅꯤꯡ ꯂꯥꯏꯁꯣꯜ ꯆꯠꯄꯅꯤ ꯑꯗꯨꯕꯨ ꯃꯈꯣꯌ ꯑꯌꯥꯝꯕꯅꯥ ꯈꯉꯗꯦ꯫"
1391,their prayer at the house was nothing but whistling and clappingso taste the punishment for your blasphemy,ꯍꯥꯎꯁꯇꯥ ꯃꯈꯣꯌꯒꯤ ꯄ꯭ꯔꯥꯔꯊꯅꯥ ꯑꯗꯨ ꯍꯨꯏꯁꯜ ꯑꯃꯁꯨꯡ ꯈꯣꯟꯖꯦꯜ ꯅꯠꯇꯅꯥ ꯑꯇꯩ ꯀꯔꯤꯁꯨ ꯑꯣꯏꯈꯤꯗꯦ ꯃꯔꯝ ꯑꯗꯨꯅꯥ ꯅꯈꯣꯌꯒꯤ ꯂꯥꯟꯅꯥ ꯂꯃꯖꯤꯡꯕꯒꯤ ꯆꯩꯔꯥꯛ ꯑꯗꯨ ꯇꯃꯖꯈꯤ꯫
1392,those who disbelieve spend their wealth to repel from gods path they will spend it then it will become a source of sorrow for them and then they will be defeated those who disbelieve will be herded into hell,ꯊꯥꯖꯗꯕꯁꯤꯡꯅꯥ ꯃꯈꯣꯌꯒꯤ ꯂꯟ-ꯊꯨꯝ ꯑꯗꯨ ꯏꯁ꯭ꯕꯔꯒꯤ ꯂꯝꯕꯤꯗꯒꯤ ꯂꯥꯄꯊꯣꯛꯅꯕꯥ ꯁꯤꯖꯤꯟꯅꯩ ꯃꯈꯣꯌꯅꯥ ꯃꯗꯨ ꯁꯤꯖꯤꯟꯅꯒꯅꯤ ꯃꯗꯨꯒꯤ ꯃꯇꯨꯡꯗꯥ ꯃꯈꯣꯌꯒꯤꯗꯃꯛ ꯑꯋꯥꯕꯥ ꯇꯥꯔꯕꯥ ꯃꯤꯁꯛ ꯑꯃꯥ ꯑꯣꯏꯔꯒꯅꯤ ꯑꯃꯁꯨꯡ ꯃꯗꯨꯒꯤ ꯃꯇꯨꯡꯗꯥ ꯃꯈꯣꯌꯅꯥ ꯃꯥꯏꯊꯤꯕꯥ ꯄꯤꯒꯅꯤ ꯊꯥꯖꯗꯕꯁꯤꯡ ꯑꯗꯨ ꯅꯣꯔꯣꯛꯇꯥ ꯂꯧꯁꯤꯅꯒꯅꯤ꯫
1393,fight them until there is no more persecution and religion becomes exclusively for god but if they desistgod is seeing of what they do,ꯃꯈꯣꯌꯕꯨ ꯂꯥꯟꯅꯥ ꯂꯃꯖꯤꯡꯕꯤꯌꯨ ꯑꯃꯁꯨꯡ ꯙꯔꯝꯃ ꯑꯁꯤ ꯏꯄꯨꯔꯣꯌꯒꯤꯗꯃꯛꯇꯗꯤ ꯃꯄꯨꯡ ꯐꯥꯅꯥ ꯂꯩꯔꯛꯠꯔꯤꯐꯥꯑꯣꯕꯥ ꯑꯗꯨꯕꯨ ꯀꯔꯤꯒꯨꯝꯕꯥ ꯃꯈꯣꯌꯅꯥ ꯊꯥꯗꯣꯛꯂꯝꯂꯕꯗꯤꯏꯄꯨꯔꯣꯌꯅꯥ ꯃꯈꯣꯌꯅꯥ ꯇꯧꯔꯤꯕꯥ ꯊꯕꯛ ꯑꯗꯨ ꯎꯔꯤ꯫
1394,recall when you were on the nearer bank and they were on the further bank and the caravan was below you had you planned for this meeting you would have disagreed on the timing but god was to carry out a predetermined matter so that those who perish would perish by clear evidence and those who survive would survive by clear evidence god is hearing and knowing,ꯅꯍꯥꯛꯅꯥ ꯃꯅꯥꯛ ꯅꯀꯄꯥ ꯕꯦꯉ꯭ꯀꯇꯥ ꯂꯩꯕꯥ ꯃꯇꯃꯗꯥ ꯑꯃꯁꯨꯡ ꯃꯈꯣꯌꯅꯥ ꯃꯈꯥ ꯇꯥꯕꯥ ꯕꯦꯉ꯭ꯀꯇꯥ ꯂꯩꯕꯥ ꯃꯇꯃꯗꯥ ꯑꯃꯁꯨꯡ ꯀꯦꯔꯥꯚꯥꯟ ꯑꯗꯨ ꯅꯍꯥꯛꯀꯤ ꯃꯈꯥꯗꯥ ꯂꯩꯕꯥ ꯃꯇꯝ ꯑꯗꯨ ꯅꯤꯡꯁꯤꯡꯕꯤꯌꯨ ꯅꯍꯥꯛꯅꯥ ꯃꯤꯐꯝ ꯑꯁꯤꯒꯤꯗꯃꯛ ꯊꯧꯔꯥꯡ ꯇꯧꯔꯝꯂꯕꯗꯤ ꯅꯍꯥꯛꯅꯥ ꯃꯇꯃꯒꯤ ꯃꯇꯥꯡꯗꯥ ꯌꯥꯅꯤꯡꯗꯕꯥ ꯐꯣꯡꯗꯣꯛꯂꯃꯒꯅꯤ ꯑꯗꯨꯕꯨ ꯏꯁ꯭ꯕꯔꯅꯥ ꯃꯃꯥꯡꯗꯥ ꯂꯦꯄꯊꯣꯀꯈꯤꯕꯥ ꯋꯥꯐꯝ ꯑꯃꯥ ꯄꯥꯡꯊꯣꯛꯀꯗꯕꯅꯤ ꯃꯗꯨꯅꯥ ꯃꯥꯡꯈꯤꯕꯁꯤꯡ ꯑꯗꯨ ꯃꯥꯡꯍꯅꯕꯥ ꯉꯃꯒꯅꯤ꯫ ꯃꯌꯦꯛ ꯁꯦꯡꯕꯥ ꯄ꯭ꯔꯃꯥꯅꯁꯤꯡꯅꯥ ꯑꯃꯁꯨꯡ ꯍꯤꯡꯗꯨꯅꯥ ꯂꯩꯔꯤꯕꯥ ꯃꯤꯁꯤꯡꯅꯥ ꯃꯌꯦꯛ ꯁꯦꯡꯕꯥ ꯄ꯭ꯔꯃꯥꯅꯁꯤꯡꯅꯥ ꯏꯄꯨꯔꯣꯌꯅꯥ ꯇꯥꯕꯥ ꯑꯃꯁꯨꯡ ꯈꯉꯕꯥ ꯉꯝꯕꯥ ꯑꯗꯨ ꯍꯤꯡꯗꯨꯅꯥ ꯂꯩꯒꯅꯤ꯫
1395,when you met he made them appear as few in your eyes and made you appear fewer in their eyes so that god may conclude a predetermined matter to god all matters revert,ꯅꯍꯥꯛꯅꯥ ꯎꯅꯈꯤꯕꯥ ꯃꯇꯃꯗꯥ ꯃꯍꯥꯛꯅꯥ ꯃꯈꯣꯌꯕꯨ ꯅꯍꯥꯛꯀꯤ ꯃꯤꯠꯌꯦꯡꯗꯥ ꯌꯥꯝꯅꯥ ꯅꯦꯝꯅꯥ ꯎꯍꯅꯈꯤ ꯑꯃꯁꯨꯡ ꯏꯄꯨꯔꯣꯌꯅꯥ ꯃꯃꯥꯡꯗꯥ ꯂꯦꯄꯊꯣꯀꯈꯤꯕꯥ ꯋꯥꯐꯝ ꯑꯃꯥ ꯂꯣꯏꯁꯤꯅꯕꯥ ꯉꯝꯅꯕꯥ ꯅꯍꯥꯛꯀꯤ ꯃꯤꯠꯌꯦꯡꯗꯥ ꯅꯍꯥꯀꯄꯨ ꯌꯥꯝꯅꯥ ꯋꯥꯅꯥ ꯎꯍꯅꯈꯤ꯫
1396,o you who believe when you meet a force stand firm and remember god much so that you may prevail,ꯍꯦ ꯊꯥꯖꯕꯥ ꯃꯤꯁꯤꯡ ꯅꯈꯣꯌꯅꯥ ꯁꯛꯇꯤ ꯑꯃꯒꯥ ꯎꯅꯔꯀꯄꯥ ꯃꯇꯃꯗꯥ ꯅꯈꯣꯌꯅꯥ ꯃꯥꯏ ꯄꯥꯀꯄꯥ ꯉꯝꯅꯕꯥ ꯏꯄꯨꯔꯣꯌꯕꯨ ꯌꯥꯝꯅꯥ ꯅꯤꯡꯁꯤꯡꯕꯤꯌꯨ꯫
1397,and do not be like those who left their homes boastfully showing off before the people and barring others from the path of god god comprehends what they do,ꯑꯃꯁꯨꯡ ꯃꯈꯣꯌꯒꯤ ꯌꯨꯃꯁꯤꯡ ꯊꯥꯗꯣꯛꯇꯨꯅꯥ ꯃꯤꯌꯥꯃꯒꯤ ꯃꯃꯥꯡꯗꯥ ꯆꯥꯎꯊꯣꯀꯆꯕꯥ ꯄꯣꯀꯍꯟꯗꯨꯅꯥ ꯑꯃꯁꯨꯡ ꯑꯇꯣꯞꯄꯁꯤꯡꯕꯨ ꯏꯁ꯭ꯕꯔꯒꯤ ꯂꯝꯕꯤꯗꯒꯤ ꯂꯥꯄꯊꯣꯀꯍꯟꯗꯨꯅꯥ ꯃꯈꯣꯌꯅꯥ ꯇꯧꯔꯤꯕꯥ ꯊꯕꯛ ꯑꯗꯨ ꯏꯁ꯭ꯕꯔꯅꯥ ꯈꯉꯕꯥ ꯃꯤꯑꯣꯏꯁꯤꯡꯒꯨꯝ ꯑꯣꯏꯔꯣꯏꯗꯕꯅꯤ꯫
1398,that is because of what your hands have committed and because god is not unjust to the servants,ꯃꯗꯨ ꯅꯈꯣꯌꯒꯤ ꯈꯨꯠꯅꯥ ꯇꯧꯈꯤꯕꯥ ꯑꯗꯨꯅꯥ ꯃꯔꯝ ꯑꯣꯏꯗꯨꯅꯥ ꯑꯃꯁꯨꯡ ꯏꯁ꯭ꯕꯔꯅꯥ ꯊꯧꯒꯜ ꯇꯧꯕꯁꯤꯡꯗꯥ ꯑꯔꯥꯅꯕꯥ ꯇꯧꯗꯕꯅꯥ ꯃꯔꯝ ꯑꯣꯏꯗꯨꯅꯥ ꯑꯣꯏꯔꯤꯕꯅꯤ꯫
1399,like the behavior of the people of pharaoh and those before them they rejected the signs of god so god seized them for their sins god is powerful severe in punishment,ꯐꯔꯧꯅꯒꯤ ꯃꯤꯁꯤꯡ ꯑꯃꯁꯨꯡ ꯃꯈꯣꯌꯒꯤ ꯃꯃꯥꯡꯗꯥ ꯂꯩꯔꯝꯕꯥ ꯃꯤꯑꯣꯏꯁꯤꯡꯒꯤ ꯂꯃꯆꯠ-ꯁꯥꯖꯠ ꯑꯗꯨꯒꯨꯝꯅꯥ ꯃꯈꯣꯌꯅꯥ ꯏꯄꯨꯔꯣꯌꯒꯤ ꯈꯨꯗꯃꯁꯤꯡ ꯑꯗꯨ ꯌꯥꯗꯈꯤ ꯃꯔꯝ ꯑꯗꯨꯅꯥ ꯏꯁ꯭ꯕꯔꯅꯥ ꯃꯈꯣꯌꯕꯨ ꯃꯈꯣꯌꯒꯤ ꯄꯥꯄꯀꯤꯗꯃꯛ ꯂꯧꯁꯤꯅꯈꯤ ꯏꯄꯨꯔꯣꯌꯅꯥ ꯄꯥꯉ꯭ꯒꯜ ꯂꯩꯕꯥ ꯆꯩꯔꯥꯛ ꯄꯤꯕꯗꯥ ꯌꯥꯝꯅꯥ ꯁꯥꯊꯤ꯫
1400,that is because god would never change a blessing he has bestowed on a people unless they change what is within themselves and because god is hearing and knowing,"ꯃꯔꯃꯗꯤ ꯏꯄꯨꯔꯣꯌꯅꯥ ꯃꯤꯌꯥꯝ ꯑꯃꯗꯥ ꯄꯤꯕꯤꯔꯝꯕꯥ ꯊꯧꯖꯥꯜ ꯑꯃꯥ ꯀꯩꯗꯧꯉꯩꯗꯁꯨ ꯍꯣꯡꯗꯣꯀꯄꯥ ꯉꯝꯂꯣꯏ, ꯃꯈꯣꯌꯅꯥ ꯃꯁꯥꯒꯤ ꯃꯅꯨꯡꯗꯥ ꯂꯩꯔꯤꯕꯥ ꯑꯗꯨ ꯍꯣꯡꯗꯣꯀꯄꯥ ꯉꯃꯗ꯭ꯔꯕꯗꯤ ꯑꯃꯁꯨꯡ ꯏꯄꯨꯔꯣꯌꯅꯥ ꯇꯥꯕꯥ ꯑꯃꯁꯨꯡ ꯈꯉꯕꯥ ꯉꯝꯕꯥ ꯑꯣꯏꯕꯅꯥ꯫"
1401,such was the case with the people of pharaoh and those before them they denied the signs of their lord so we annihilated them for their wrongs and we drowned the people of pharaohthey were all evildoers,ꯑꯁꯤꯒꯨꯝꯕꯥ ꯐꯤꯚꯝ ꯑꯁꯤ ꯐꯔꯧꯅꯒꯤ ꯃꯤꯌꯥꯝ ꯑꯃꯁꯨꯡ ꯃꯈꯣꯌꯒꯤ ꯃꯃꯥꯡꯗꯥ ꯂꯩꯔꯝꯕꯥ ꯃꯤꯑꯣꯏꯁꯤꯡꯗꯥ ꯑꯣꯏꯈꯤ ꯃꯈꯣꯌꯅꯥ ꯃꯈꯣꯌꯒꯤ ꯔꯕ꯭ꯕꯀꯤ ꯈꯨꯗꯃꯁꯤꯡ ꯑꯗꯨ ꯂꯥꯟꯅꯥ ꯂꯧꯈꯤ ꯃꯔꯝ ꯑꯗꯨꯅꯥ ꯑꯩꯈꯣꯌꯅꯥ ꯃꯈꯣꯌꯕꯨ ꯃꯈꯣꯌꯒꯤ ꯑꯔꯥꯅꯕꯥ ꯇꯧꯕꯁꯤꯡꯒꯤꯗꯃꯛ ꯃꯥꯡꯍꯅꯈꯤ ꯑꯃꯁꯨꯡ ꯑꯩꯈꯣꯌꯅꯥ ꯐꯔꯧꯅꯒꯤ ꯃꯤꯁꯤꯡꯕꯨ ꯏꯁꯤꯡꯗꯥ ꯂꯨꯄꯊꯣꯀꯈꯤ ꯃꯈꯣꯌ ꯄꯨꯝꯅꯃꯛ ꯐꯠꯇꯕꯥ ꯇꯧꯕꯁꯤꯡꯅꯤ꯫
1402,the worst of creatures in gods view are those who disbelieve they have no faith,ꯏꯁ꯭ꯕꯔꯒꯤ ꯃꯤꯠꯌꯦꯡꯗꯥ ꯈ꯭ꯕꯥꯏꯗꯒꯤ ꯐꯠꯇꯕꯥ ꯖꯤꯕꯁꯤꯡꯗꯤ ꯊꯥꯖꯕꯥ ꯌꯥꯗꯕꯥ ꯃꯤꯑꯣꯏꯁꯤꯡꯅꯤ꯫
1403,those of them with whom you made a treaty but they violate their agreement every time they are not righteous,ꯃꯈꯣꯌꯁꯤꯡ ꯑꯗꯨꯒꯥ ꯅꯈꯣꯌꯅꯥ ꯇ꯭ꯔꯤꯇꯤ ꯑꯃꯥ ꯁꯦꯃꯈꯤ ꯑꯗꯨꯕꯨ ꯃꯈꯣꯌꯅꯥ ꯃꯇꯝ ꯈꯨꯗꯤꯡꯗꯥ ꯃꯈꯣꯌꯒꯤ ꯌꯥꯅꯆꯦ ꯑꯗꯨ ꯊꯨꯒꯥꯏꯔꯤ ꯃꯈꯣꯌꯁꯤꯡ ꯑꯗꯨ ꯃꯈꯣꯌ ꯆꯨꯝꯃꯤ꯫
1404,if you confront them in battle make of them a fearsome example for those who follow them that they may take heed,ꯀꯔꯤꯒꯨꯝꯕꯥ ꯅꯍꯥꯛꯅꯥ ꯃꯈꯣꯌꯒꯥ ꯂꯥꯅꯗꯥ ꯊꯦꯡꯅꯔꯕꯗꯤ ꯃꯈꯣꯌꯕꯨ ꯇꯨꯡ ꯏꯟꯅꯔꯤꯕꯥ ꯃꯤꯑꯣꯏꯁꯤꯡꯒꯤꯗꯃꯛ ꯑꯀꯤꯕꯥ ꯄꯣꯀꯍꯅꯕꯥ ꯈꯨꯗꯝ ꯑꯃꯥ ꯑꯣꯏꯍꯅꯕꯤꯌꯨ ꯃꯗꯨꯅꯥ ꯃꯈꯣꯌꯅꯥ ꯃꯤꯠꯌꯦꯡ ꯆꯪꯕꯤꯌꯨ꯫
1405,if you fear treachery on the part of a people break off with them in a like manner god does not like the treacherous,ꯀꯔꯤꯒꯨꯝꯕꯥ ꯅꯍꯥꯛꯅꯥ ꯃꯤꯌꯥꯝ ꯑꯃꯒꯤ ꯃꯥꯌꯀꯩꯗꯒꯤ ꯊꯋꯥꯌ ꯊꯥꯕꯥ ꯉꯃꯗ꯭ꯔꯕꯗꯤ ꯃꯈꯣꯌꯒꯥ ꯆꯞ ꯃꯥꯟꯅꯕꯥ ꯃꯑꯣꯡꯗꯥ ꯂꯥꯄꯊꯣꯛꯅꯥ ꯂꯩꯔꯕꯗꯤ ꯏꯄꯨꯔꯣꯌꯅꯥ ꯊꯋꯥꯌ ꯊꯥꯗꯣꯀꯄꯥ ꯃꯤꯑꯣꯏꯁꯤꯡꯕꯨ ꯄꯥꯃꯗꯦ꯫
1406,let not the disbelievers assume that they are ahead they will not escape,ꯀꯥꯐꯤꯔꯁꯤꯡꯅꯥ ꯃꯈꯣꯌ ꯃꯥꯡꯗꯥ ꯂꯩꯔꯤ ꯍꯥꯌꯅꯥ ꯂꯧꯔꯣꯏꯗꯕꯅꯤ ꯃꯈꯣꯌꯅꯥ ꯂꯥꯄꯊꯣꯛꯂꯣꯏ꯫
1407,and prepare against them all the power you can muster and all the cavalry you can mobilize to terrify thereby gods enemies and your enemies and others besides them whom you do not know but god knows them whatever you spend in gods way will be repaid to you in full and you will not be wronged,ꯑꯃꯁꯨꯡ ꯃꯈꯣꯌꯒꯤ ꯃꯥꯌꯣꯛꯇꯥ ꯅꯍꯥꯛꯅꯥ ꯈꯣꯃꯖꯤꯅꯕꯥ ꯌꯥꯕꯥ ꯁꯛꯇꯤ ꯄꯨꯝꯅꯃꯛ ꯑꯃꯁꯨꯡ ꯅꯍꯥꯛꯅꯥ ꯃꯣꯕꯤꯂꯥꯏꯖ ꯇꯧꯕꯥ ꯌꯥꯕꯥ ꯆꯦꯕꯥꯑꯣ ꯄꯨꯝꯅꯃꯛ ꯁꯦꯝ ꯁꯥꯗꯨꯅꯥ ꯂꯩꯌꯨ ꯃꯗꯨꯅꯥ ꯏꯁ꯭ꯕꯔꯒꯤ ꯌꯦꯛꯅꯕꯁꯤꯡ ꯑꯃꯁꯨꯡ ꯅꯍꯥꯛꯀꯤ ꯌꯦꯛꯅꯕꯁꯤꯡ ꯑꯃꯁꯨꯡ ꯅꯍꯥꯛꯅꯥ ꯈꯉꯗꯕꯥ ꯑꯗꯨꯕꯨ ꯏꯁ꯭ꯕꯔꯅꯥ ꯃꯈꯣꯌꯕꯨ ꯈꯉꯕꯤꯔꯤꯕꯥ ꯑꯇꯣꯞꯄꯥ ꯃꯤꯑꯣꯏꯁꯤꯡ ꯑꯗꯨꯕꯨ ꯏꯁ꯭ꯕꯔꯒꯤ ꯃꯑꯣꯡꯗꯥ ꯅꯍꯥꯛꯅꯥ ꯁꯦꯜ ꯊꯥꯗꯔꯀꯄꯥ ꯈꯨꯗꯤꯡꯃꯛ ꯅꯍꯥꯀꯄꯨ ꯄꯤꯒꯅꯤ꯫ ꯃꯄꯨꯡ ꯐꯥꯅꯥ ꯑꯃꯁꯨꯡ ꯅꯈꯣꯌꯗꯥ ꯑꯔꯥꯅꯕꯥ ꯇꯧꯔꯣꯏ꯫
